ID,Case Number,Date,Block,IUCR,Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Location
12583965,JF102303,1/3/2022 13:30,003XX E 76TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,TRUE,623,6,6,69,14,1179942,1854699,2022,1/10/2022 15:51,"(41.756565176, -87.616111074)"
12583949,JF102446,1/3/2022 17:15,021XX W 72ND PL,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,735,7,17,67,26,1163445,1856564,2022,1/10/2022 15:51,"(41.762044507, -87.676517323)"
12583314,JF101736,1/3/2022 1:49,024XX S ARCHER AVE,031A,ROBBERY,ARMED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,914,9,11,60,3,1171749,1887900,2022,1/10/2022 15:51,"(41.84785572, -87.645162578)"
12584353,JF103119,1/3/2022 3:00,075XX S ESSEX AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,421,4,7,43,6,1194171,1855517,2022,1/10/2022 15:51,"(41.758472475, -87.563938551)"
12584669,JF102858,1/3/2022 12:53,044XX S TRUMBULL AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,821,8,14,58,6,1154121,1875045,2022,1/10/2022 15:51,"(41.812949384, -87.710200316)"
12583999,JF102631,1/3/2022 19:45,067XX S SANGAMON ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,723,7,6,68,04B,1171136,1860240,2022,1/10/2022 15:51,"(41.771967298, -87.648221547)"
12585192,JF103467,1/3/2022 11:00,021XX N ALBANY AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1414,14,32,22,5,1155178,1913925,2022,1/10/2022 15:51,"(41.919619187, -87.70527981)"
12583702,JF102308,1/3/2022 12:00,017XX N DAMEN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1434,14,32,24,7,1162756,1911387,2022,1/10/2022 15:51,"(41.912499075, -87.67750843)"
12584073,JF102745,1/3/2022 22:02,001XX N DESPLAINES ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,121,1,42,28,26,1171897,1901406,2022,1/10/2022 15:51,"(41.884913923, -87.644221525)"
12584093,JF102738,1/3/2022 20:00,045XX N MAGNOLIA AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1913,19,46,3,08A,1167101,1930303,2022,1/10/2022 15:51,"(41.964313223, -87.661001082)"
12583268,JF101709,1/3/2022 0:50,061XX S EBERHART AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,313,3,20,42,08A,1180638,1864334,2022,1/10/2022 15:51,"(41.782988644, -87.613264765)"
12584513,JF102387,1/3/2022 15:00,022XX E 84TH ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,412,4,7,46,6,1192496,1849714,2022,1/10/2022 15:51,"(41.7425895, -87.570265788)"
12583764,JF102445,1/3/2022 13:00,026XX S TROY ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1033,10,12,30,6,1155786,1886279,2022,1/10/2022 15:51,"(41.843743589, -87.703791035)"
12583799,JF102474,1/3/2022 17:00,041XX S PULASKI RD,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,815,8,14,57,6,1150366,1876794,2022,1/10/2022 15:51,"(41.817822779, -87.72392842)"
12586131,JF104724,1/3/2022 13:00,0000X E JACKSON BLVD,870,THEFT,POCKET-PICKING,RESTAURANT,FALSE,FALSE,113,1,4,32,6,1176648,1899008,2022,1/10/2022 15:51,"(41.878227661, -87.626847784)"
12584264,JF102994,1/3/2022 15:00,012XX N ARTESIAN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1423,14,26,24,6,1159852,1908071,2022,1/10/2022 15:51,"(41.903460148, -87.688268581)"
12586756,JF102622,1/3/2022 20:30,007XX E 79TH ST,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,624,6,6,69,08B,1182466,1852785,2022,1/10/2022 15:51,"(41.751254843, -87.606920408)"
12583612,JF102121,1/3/2022 12:40,009XX E 40TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,214,2,4,36,08B,1183198,1878599,2022,1/10/2022 15:51,"(41.822073733, -87.603434976)"
12583974,JF102404,1/3/2022 13:53,008XX N MAY ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1213,12,27,24,5,1168851,1906145,2022,1/10/2022 15:51,"(41.897984636, -87.655269323)"
12586128,JF104749,1/1/2022 2:00,034XX N CLARK ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1924,19,44,6,6,1168865,1923269,2022,1/10/2022 15:48,"(41.9449735, -87.654720186)"
12583670,JF102195,1/3/2022 13:30,008XX N RUSH ST,031A,ROBBERY,ARMED - HANDGUN,BANK,FALSE,FALSE,1833,18,42,8,3,1176669,1906473,2022,1/10/2022 15:51,"(41.898711539, -87.626544911)"
12584449,JF103308,1/3/2022 17:00,042XX S DR MARTIN LUTHER KING JR SD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,214,2,3,38,14,1179638,1876825,2022,1/10/2022 15:51,"(41.817287982, -87.616549162)"
12585382,JF104407,1/3/2022 10:00,047XX S WINCHESTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,931,9,15,61,14,1164151,1873280,2022,1/10/2022 15:51,"(41.807900549, -87.673459546)"
12585785,JF104785,1/1/2022 14:00,083XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,632,6,6,44,6,1183009,1849965,2022,1/10/2022 15:48,"(41.743503863, -87.60501807)"
12590226,JF109193,1/4/2022 0:00,009XX W 51ST ST,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,FALSE,TRUE,934,9,20,61,17,1170817,1871011,2022,01/14/2022 03:48:07 PM,"(41.801531124, -87.649076678)"
12585041,JF103804,1/5/2022 1:00,059XX S SACRAMENTO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,824,8,16,66,08B,1157396,1865168,2022,1/12/2022 15:50,"(41.785779762, -87.698455015)"
12586157,JF103742,1/5/2022 3:30,087XX S STONY ISLAND AVE,031A,ROBBERY,ARMED - HANDGUN,RESTAURANT,FALSE,FALSE,412,4,8,48,3,1188445,1847270,2022,1/12/2022 15:50,"(41.735980537, -87.585186322)"
12585314,JF104327,1/5/2022 17:25,032XX W ARMITAGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1413,14,26,22,08B,1154426,1913106,2022,1/12/2022 15:50,"(41.917386862, -87.70806472)"
12588475,JF104855,1/3/2022 10:00,097XX S LA SALLE ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,511,5,21,49,5,1176989,1840504,2022,1/12/2022 15:48,"(41.717679362, -87.627359925)"
12584994,JF103805,1/5/2022 3:08,071XX S ASHLAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESTAURANT,FALSE,FALSE,734,7,17,67,04A,1166917,1857445,2022,1/12/2022 15:50,"(41.764388636, -87.663766853)"
12586668,JF105904,1/5/2022 17:00,036XX W CORNELIA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1732,17,30,21,7,1151493,1923027,2022,1/12/2022 15:50,"(41.944669085, -87.71857933)"
12585559,JF104535,1/5/2022 22:20,020XX N DAMEN AVE,031B,ROBBERY,ARMED - OTHER FIREARM,CONVENIENCE STORE,FALSE,FALSE,1432,14,32,22,3,1162706,1913430,2022,1/12/2022 15:50,"(41.918106256, -87.677634735)"
12585449,JF104420,1/5/2022 19:12,022XX N MENARD AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,2515,25,36,19,04A,1137360,1914224,2022,1/12/2022 15:50,"(41.920779097, -87.770739387)"
12587469,JF106955,1/5/2022 18:00,035XX N WILTON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1924,19,44,6,6,1169309,1923665,2022,1/12/2022 15:50,"(41.946050483, -87.653076678)"
12585138,JF104075,1/5/2022 12:30,0000X W HURON ST,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,1832,18,2,8,6,1175978,1905065,2022,1/12/2022 15:50,"(41.89486351, -87.629125336)"
12585358,JF104433,1/5/2022 13:00,047XX S WOODLAWN AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,222,2,4,39,6,1185045,1873722,2022,1/12/2022 15:50,"(41.80864765, -87.596812608)"
12585462,JF104455,1/5/2022 20:08,034XX S RHODES AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,FALSE,FALSE,211,2,4,35,04B,1180461,1882209,2022,1/12/2022 15:50,"(41.832043206, -87.613364699)"
12585388,JF104409,1/5/2022 18:15,057XX W DAKIN ST,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1633,16,38,15,08B,1137392,1925672,2022,1/12/2022 15:50,"(41.952193048, -87.770345583)"
12585238,JF104212,1/5/2022 9:30,018XX N MASON AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2531,25,29,25,6,1136462,1911490,2022,1/12/2022 15:50,"(41.9132928, -87.774104388)"
12585528,JF104479,1/5/2022 19:59,096XX S WENTWORTH AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,511,5,21,49,08B,1176644,1841096,2022,1/12/2022 15:50,"(41.719311646, -87.628605766)"
12585790,JF104894,1/5/2022 22:00,024XX W BALMORAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,2011,20,40,4,14,1159280,1935785,2022,1/12/2022 15:50,"(41.979520895, -87.689605191)"
12585128,JF104056,1/5/2022 13:00,018XX W JACKSON BLVD,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1225,12,27,28,08A,1164248,1898656,2022,1/12/2022 15:50,"(41.877532811, -87.672387519)"
12585542,JF104540,1/5/2022 22:30,020XX N PULASKI RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,TRUE,TRUE,2525,25,26,20,08B,1149390,1913073,2022,1/12/2022 15:50,"(41.91739557, -87.726568067)"
12588734,JF108508,1/5/2022 12:00,013XX S SPRINGFIELD AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1011,10,24,29,6,1150594,1893465,2022,1/12/2022 15:50,"(41.863565708, -87.722657223)"
12585113,JF104072,1/5/2022 0:00,046XX N KENTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,1722,17,39,16,11,1144865,1930511,2022,1/12/2022 15:50,"(41.965333667, -87.742751774)"
12585586,JF104548,1/5/2022 23:28,040XX W KAMERLING AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2534,25,26,23,08B,1149127,1908684,2022,1/12/2022 15:50,"(41.905356829, -87.727648214)"
12586288,JF105393,1/5/2022 5:00,028XX W WALNUT ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1222,12,27,27,6,1157271,1901504,2022,1/12/2022 15:50,"(41.885492577, -87.697927823)"
12582827,JF100757,1/1/2022 17:40,016XX N DAMEN AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1434,14,2,24,6,1162767,1910909,2022,01/15/2022 03:49:25 PM,"(41.911187178, -87.677481447)"
12582047,JF100266,1/1/2022 5:38,082XX S HOUSTON AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,424,4,7,46,04B,1197919,1850918,2022,01/16/2022 03:49:49 PM,"(41.745759689, -87.55035613)"
12595724,JF117000,01/14/2022 07:09:00 AM,033XX N AVERS AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,1732,17,30,21,26,1150134,1921995,2022,01/21/2022 03:48:34 PM,"(41.941863832, -87.723601468)"
12593798,JF114585,01/14/2022 08:00:00 PM,017XX N MASON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,2531,25,29,25,14,1136482,1910869,2022,01/21/2022 03:48:34 PM,"(41.911588344, -87.774045788)"
12592248,JF112443,01/14/2022 09:37:00 AM,071XX S COLES AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,FALSE,TRUE,334,3,7,43,08B,1194055,1858207,2022,01/21/2022 03:48:34 PM,"(41.765856882, -87.564275533)"
12591958,JF112279,01/14/2022 06:30:00 AM,011XX W CHICAGO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,FALSE,FALSE,1213,12,27,24,14,1168556,1905510,2022,01/21/2022 03:48:34 PM,"(41.896248547, -87.656371227)"
12591857,JF112187,01/14/2022 02:30:00 AM,009XX S KEELER AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,FALSE,TRUE,1132,11,24,26,04A,1148526,1895680,2022,01/21/2022 03:48:34 PM,"(41.869684049, -87.730191653)"
12592352,JF112815,01/14/2022 03:00:00 PM,117XX S MARSHFIELD AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2234,22,34,75,6,1167515,1826950,2022,01/21/2022 03:48:34 PM,"(41.680692908, -87.662446079)"
12592444,JF112998,01/14/2022 06:10:00 PM,012XX S WABASH AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,131,1,3,33,6,1176963,1894850,2022,01/21/2022 03:48:34 PM,"(41.866810739, -87.625817031)"
12592055,JF112396,01/14/2022 09:02:00 AM,020XX W ARTHUR AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,TRUE,2412,24,50,2,14,1161354,1943148,2022,01/21/2022 03:48:34 PM,"(41.999682206, -87.681771862)"
12592007,JF112360,01/14/2022 04:00:00 AM,016XX W 82ND ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,614,6,21,71,7,1166922,1850338,2022,01/21/2022 03:48:34 PM,"(41.744885939, -87.663951201)"
12592395,JF112744,01/14/2022 02:00:00 AM,036XX W 56TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,FALSE,FALSE,822,8,23,62,14,1152994,1867230,2022,01/21/2022 03:48:34 PM,"(41.79152626, -87.714540594)"
12592667,JF113032,01/14/2022 06:53:00 PM,044XX S WOOD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,924,9,15,61,08B,1165090,1875342,2022,01/21/2022 03:48:34 PM,"(41.813539078, -87.669957153)"
12596408,JF117721,1/9/2022 14:30,062XX N LEMONT AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,FALSE,FALSE,1711,17,39,12,10,1144366,1941200,2022,01/21/2022 03:46:24 PM,"(41.994674483, -87.74431625)"
12593488,JF114166,01/14/2022 12:04:00 AM,002XX W ERIE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1831,18,42,8,08B,1174469,1904732,2022,01/21/2022 03:48:34 PM,"(41.893983593, -87.634677382)"
12594803,JF115850,01/14/2022 10:00:00 AM,071XX S FRANCISCO AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,831,8,18,66,08A,1158274,1857124,2022,01/21/2022 03:48:34 PM,"(41.763688017, -87.695454583)"
12592955,JF113477,01/14/2022 04:30:00 PM,042XX N KEDVALE AVE,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,1722,17,39,16,6,1148085,1927888,2022,01/21/2022 03:48:34 PM,"(41.958074445, -87.730980251)"
12592120,JF112340,01/14/2022 08:30:00 AM,081XX S ESCANABA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,422,4,7,46,08B,1196913,1851458,2022,01/21/2022 03:48:34 PM,"(41.74726655, -87.554024306)"
12592626,JF113047,01/14/2022 07:08:00 PM,006XX S WABASH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,123,1,4,32,15,1176896,1897454,2022,01/21/2022 03:48:34 PM,"(41.873957789, -87.625984219)"
12592514,JF113076,01/14/2022 07:31:00 PM,012XX S KILDARE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1011,10,24,29,14,1147913,1894035,2022,01/21/2022 03:48:34 PM,"(41.865181767, -87.732484442)"
12592755,JF113226,01/14/2022 11:36:00 PM,008XX W IRVING PARK RD,484,BATTERY,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,TRUE,FALSE,1915,19,46,3,08B,1169789,1926761,2022,01/21/2022 03:48:34 PM,"(41.954535555, -87.651221802)"
12594574,JF115506,01/14/2022 08:45:00 PM,042XX S MICHIGAN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,213,2,3,38,26,1177863,1876923,2022,01/21/2022 03:48:34 PM,"(41.817597349, -87.623057324)"
12592815,JF112702,01/14/2022 02:00:00 PM,076XX S STEWART AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,621,6,17,69,08B,1174951,1854222,2022,01/21/2022 03:48:34 PM,"(41.755368956, -87.634416245)"
12592233,JF112595,01/14/2022 12:00:00 PM,006XX S CENTRAL PARK AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,1133,11,24,27,04A,1152477,1897041,2022,01/21/2022 03:48:34 PM,"(41.873341688, -87.715650348)"
12594050,JF114829,01/14/2022 04:00:00 AM,035XX W POLK ST,810,THEFT,OVER $500,APARTMENT,FALSE,TRUE,1133,11,24,27,6,1152971,1896143,2022,01/21/2022 03:48:34 PM,"(41.870867709, -87.713860414)"
12592197,JF112246,01/14/2022 05:15:00 AM,002XX S STATE ST,320,ROBBERY,STRONG ARM - NO WEAPON,CTA PARKING LOT / GARAGE / OTHER PROPERTY,TRUE,FALSE,113,1,42,32,3,1176417,1899156,2022,02/15/2022 03:47:52 PM,"(41.878638996, -87.627691486)"
12582615,JF100904,1/1/2022 21:59,073XX N ROGERS AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,TRUE,FALSE,2424,24,49,1,08B,1162999,1949068,2022,01/29/2022 03:46:43 PM,"(42.015892316, -87.675552999)"
12582674,JF100952,1/1/2022 13:57,002XX N MICHIGAN AVE,870,THEFT,POCKET-PICKING,HOTEL / MOTEL,FALSE,FALSE,111,1,42,32,6,1177257,1901911,2022,01/29/2022 03:46:43 PM,"(41.886179873, -87.624523664)"
12604305,JF126634,01/21/2022 12:00:00 AM,001XX N ABERDEEN ST,820,THEFT,$500 AND UNDER,CONSTRUCTION SITE,FALSE,FALSE,1224,12,27,28,6,1169110,1901385,2022,01/31/2022 03:45:28 PM,"(41.884917254, -87.65445637)"
12602928,JF125603,01/27/2022 11:00:00 AM,008XX N CHRISTIANA AVE,560,ASSAULT,SIMPLE,OTHER (SPECIFY),FALSE,FALSE,1121,11,27,23,08A,1153974,1905401,2022,2/3/2022 15:51,"(41.896252678, -87.709931118)"
12603424,JF126277,01/27/2022 07:10:00 PM,020XX S CLARK ST,930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,TRUE,FALSE,131,1,25,34,7,1175818,1890458,2022,2/3/2022 15:51,"(41.854784611, -87.630152473)"
12603385,JF126246,01/27/2022 08:20:00 PM,047XX W VAN BUREN ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1131,11,24,25,7,1144958,1897609,2022,2/3/2022 15:51,"(41.87504551, -87.743242252)"
12603224,JF126187,01/27/2022 06:50:00 PM,031XX S INDIANA AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,211,2,3,35,6,1178115,1884248,2022,2/3/2022 15:51,"(41.837692008, -87.621910411)"
12603336,JF126082,01/27/2022 05:00:00 PM,071XX S YATES BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,334,3,7,43,08B,1193451,1857986,2022,2/3/2022 15:51,"(41.765265239, -87.566496576)"
12606816,JF130615,01/27/2022 12:00:00 PM,007XX W GLADYS AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,1232,12,27,28,6,1171258,1898633,2022,2/3/2022 15:51,"(41.877318679, -87.646649491)"
12603906,JF127053,01/27/2022 11:00:00 AM,013XX S MICHIGAN AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,FALSE,TRUE,131,1,3,33,26,1177436,1894247,2022,2/3/2022 15:51,"(41.865145359, -87.624098901)"
12603871,JF126895,01/27/2022 10:00:00 PM,013XX N WALLER AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,FALSE,FALSE,2531,25,29,25,11,1138097,1908397,2022,2/3/2022 15:51,"(41.904775831, -87.768172526)"
12603252,JF126176,01/27/2022 06:59:00 PM,043XX S HERMITAGE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,924,9,15,61,14,1165407,1875855,2022,2/3/2022 15:51,"(41.814940087, -87.668779824)"
12602857,JF125569,01/27/2022 10:00:00 AM,066XX S WASHTENAW AVE,560,ASSAULT,SIMPLE,APARTMENT,TRUE,TRUE,831,8,17,66,08A,1159519,1860503,2022,2/3/2022 15:51,"(41.772935062, -87.690798836)"
12607178,JF130907,1/2/2022 0:00,062XX W ESTES AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,FALSE,FALSE,1621,16,41,12,10,1133661,1946764,2022,2/3/2022 15:49,"(42.010137848, -87.783563388)"
12603121,JF125963,01/27/2022 10:10:00 AM,067XX S EVANS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,RESIDENCE - YARD (FRONT / BACK),FALSE,FALSE,321,3,20,42,15,1182376,1860492,2022,2/3/2022 15:51,"(41.772405719, -87.607011746)"
12602698,JF125363,01/27/2022 06:55:00 AM,004XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1834,18,42,8,6,1177361,1903270,2022,2/3/2022 15:51,"(41.889906681, -87.624100509)"
12604506,JF127723,01/27/2022 04:00:00 AM,085XX S PARNELL AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,FALSE,FALSE,622,6,21,71,5,1174121,1848193,2022,2/3/2022 15:51,"(41.738843078, -87.637636609)"
12605856,JF126900,01/27/2022 05:00:00 PM,0000X W 95TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,634,6,21,49,6,1177762,1841949,2022,2/3/2022 15:51,"(41.721627204, -87.624485177)"
12607380,JF130379,01/26/2022 06:30:00 PM,004XX E SUPERIOR ST,890,THEFT,FROM BUILDING,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,1833,18,2,8,6,1179290,1905456,2022,2/3/2022 15:49,"(41.895861192, -87.616949435)"
12603852,JF126305,01/27/2022 09:19:00 PM,015XX W PRATT BLVD,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,FALSE,FALSE,2432,24,49,1,5,1164838,1945260,2022,2/3/2022 15:51,"(42.005404117, -87.668894838)"
12603109,JF126068,01/27/2022 05:00:00 PM,091XX S STONY ISLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,GAS STATION,FALSE,FALSE,413,4,8,48,08A,1188515,1844485,2022,2/3/2022 15:51,"(41.728336543, -87.58501858)"
12607404,JF131294,1/11/2022 19:00,036XX W LELAND AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,1723,17,35,14,6,1151096,1930984,2022,2/3/2022 15:49,"(41.96651147, -87.719829171)"
12607264,JF130906,1/12/2022 12:00,060XX N KENMORE AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,2433,24,48,77,11,1168151,1940184,2022,2/3/2022 15:49,"(41.991404284, -87.656853651)"
12603518,JF126373,01/27/2022 11:57:00 PM,012XX W 115TH ST,143B,WEAPONS VIOLATION,UNLAWFUL POSSESSION - OTHER FIREARM,STREET,TRUE,FALSE,2234,22,34,75,15,1169923,1828512,2022,2/3/2022 15:51,"(41.684927504, -87.653586476)"
12603318,JF125685,01/27/2022 11:40:00 AM,036XX W CHICAGO AVE,460,BATTERY,SIMPLE,SCHOOL - PRIVATE BUILDING,FALSE,FALSE,1112,11,27,23,08B,1151789,1905091,2022,2/3/2022 15:51,"(41.895445293, -87.717964416)"
12607137,JF130880,1/12/2022 12:00,042XX N HAZEL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,FALSE,FALSE,1915,19,46,3,11,1169681,1928391,2022,2/3/2022 15:49,"(41.95901069, -87.651571152)"
12603196,JF126157,01/27/2022 06:41:00 PM,071XX S PAXTON AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,FALSE,FALSE,333,3,5,43,15,1192123,1858031,2022,2/3/2022 15:51,"(41.765421108, -87.571362549)"
12605485,JF128934,01/27/2022 03:00:00 AM,013XX W 31ST PL,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,913,9,11,60,6,1167881,1883900,2022,2/3/2022 15:51,"(41.836963524, -87.65947338)"
12609579,JF133991,1/1/2022 0:00,035XX W CERMAK RD,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER (SPECIFY),FALSE,TRUE,1024,10,24,29,26,1152929,1889147,2022,2/6/2022 15:47,"(41.851670717, -87.714199835)"
12605264,JF128592,01/30/2022 10:40:00 AM,056XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,225,2,20,40,14,1178120,1867630,2022,2/6/2022 15:49,"(41.792090686, -87.622396554)"
12610429,JF133892,01/21/2022 09:00:00 AM,003XX E 116TH ST,1120,DECEPTIVE PRACTICE,FORGERY,OTHER (SPECIFY),FALSE,FALSE,532,5,9,53,10,1180345,1827747,2022,2/8/2022 15:47,"(41.682596244, -87.615457788)"
12606449,JF129318,01/30/2022 05:17:00 PM,039XX S VINCENNES AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,214,2,3,38,6,,,2022,2/6/2022 15:49,
12605041,JF128412,01/30/2022 03:00:00 AM,051XX N KIMBALL AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,1712,17,39,13,08A,1152787,1933905,2022,2/6/2022 15:49,"(41.97449348, -87.713533899)"
